artistName	trackName	y	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	year	popularity	explicit
Ludacris', 'Nicki Minaj	My Chick Bad	0.0	0.624	0.723	1	-6.782	1	0.37799999999999995	0.172	0.0	0.483	0.757	84.789	216933	2010	66	1
Hank Williams	Jambalaya (On The Bayou)	0.0	0.526	0.29100000000000004	7	-10.694	1	0.0346	0.706	0.0	0.0651	0.8859999999999999	164.02	172133	1998	56	0
Gob	I Hear You Calling	0.0	0.564	0.86	4	-5.732	1	0.0479	0.000572	0.00015	0.27399999999999997	0.691	145.785	191267	2001	48	1
Danzig	Soul On Fire	0.0	0.449	0.627	9	-9.565	1	0.11699999999999999	0.00603	0.161	0.42	0.195	141.595	276987	1988	42	1
Giacomo Puccini', 'Kiri Te Kanawa', 'Sir John Pritchard', 'London Philharmonic Orchestra	Gianni Schicchi: O mio babbino caro	0.0	0.147	0.111	8	-18.833	1	0.0448	0.985	2.8499999999999998e-05	0.129	0.0731	57.128	146600	1945	1	0
Phil Harris', 'Bruce Reitherman	The Bare Necessities	0.0	0.792	0.297	0	-16.129	1	0.0635	0.764	1.12e-06	0.17300000000000001	0.583	103.066	289667	2014	49	0
Frank Sinatra	Please Don't Talk About Me When I'm Gone	0.0	0.669	0.485	9	-9.446	0	0.0344	0.304	0.0	0.0813	0.738	77.76100000000002	177333	1961	20	0
Ill Niño	I Am Loco	0.0	0.516	0.945	7	-4.202	1	0.0979	0.000602	0.0683	0.0841	0.10099999999999999	174.75599999999997	210533	2001	52	1
Macklemore', 'Skylar Grey	Glorious (feat. Skylar Grey)	0.0	0.731	0.794	0	-5.126	0	0.0522	0.0323	2.59e-05	0.11199999999999999	0.35600000000000004	139.994	220454	2017	77	1
Ghostemane', 'Shakewell', 'Pouya', 'Erick the Architect	Death by Dishonor	0.0	0.81	0.735	8	-4.522	1	0.171	0.00454	0.0828	0.115	0.134	119.994	192000	2017	66	1
The Munchkins	We Welcome You to the Munchkin Land	0.0	0.401	0.706	10	-14.690999999999999	1	0.0708	0.828	0.0276	0.789	0.732	103.014	43373	1939	22	0
Dance Gavin Dance	Blue Dream	0.0	0.28600000000000003	0.9229999999999999	11	-3.611	0	0.127	0.0242	0.0	0.136	0.47100000000000003	100.79	280680	2011	48	0
The Vines	Ride	0.0	0.5920000000000001	0.932	9	-3.12	1	0.040999999999999995	0.0019	0.000136	0.0468	0.657	125.90299999999999	156213	2004	41	0
Unwound	Kantina	0.0	0.371	0.912	2	-9.896	1	0.0907	0.000719	0.902	0.23600000000000002	0.359	82.40700000000002	284520	1993	34	0
Francisco Canaro	El Silbido - Remasterizado	0.0	0.5670000000000001	0.39899999999999997	9	-12.714	1	0.0485	0.996	0.883	0.315	0.8390000000000001	75.234	175867	1926	0	0
Korn	Porno Creep	0.0	0.56	0.7290000000000001	7	-7.984	0	0.0341	0.000588	0.857	0.225	0.7809999999999999	135.863	120880	1996	38	0
B.B. King	We Can't Make It Right	0.0	0.499	0.679	8	-6.8610000000000015	1	0.129	0.6509999999999999	3.28e-05	0.133	0.8340000000000001	114.23200000000001	160547	1958	7	0
Frank Sinatra	Get Me To The Church On Time - Live At The Sands Hotel And Casino/1966	0.0	0.619	0.675	2	-6.9579999999999975	1	0.261	0.201	0.0	0.899	0.614	119.84899999999999	141813	1966	29	0
Pearl Jam	Porch	0.0	0.326	0.935	9	-5.69	1	0.0698	0.00372	7.55e-06	0.302	0.17	135.762	210520	1991	54	0
Cher	Gypsies, Tramps And Thieves	0.0	0.494	0.8420000000000001	0	-4.633	1	0.0348	0.37799999999999995	0.0	0.0625	0.777	170.957	157800	2000	41	0
Bow Wow', 'J-Kwon', 'Jermaine Dupri	Fresh Azimiz (feat. J-Kwon & Jermaine Dupri)	0.0	0.7659999999999999	0.606	10	-5.653	0	0.316	0.0645	0.0	0.162	0.484	160.13	270147	2000	36	0
Dexter Gordon', 'Bud Powell', 'Pierre Michelot', 'Kenny Clarke	Willow Weep For Me	0.0	0.616	0.331	2	-11.954	0	0.0433	0.743	2.26e-06	0.0596	0.595	82.31700000000002	528640	1991	34	0
Fleetwood Mac	Silver Springs - 2004 Remaster	0.0	0.348	0.5760000000000001	0	-8.388	1	0.0289	0.007659999999999998	0.0462	0.276	0.428	179.014	288787	1977	56	0
Modest Mussorgsky', 'Leonard Bernstein	Songs and Dances of Death: No. 3, Trepak	0.0	0.366	0.14	2	-17.825	0	0.045	0.991	0.00010700000000000001	0.105	0.0987	65.575	333293	1950	6	0
Slipknot	No Life	0.0	0.28	0.983	7	-4.574	1	0.142	0.000233	5.96e-05	0.305	0.5	153.67700000000005	167373	1999	39	1
Michelle Pfeiffer', 'Maxwell Caulfield	(Love Will) Turn Back The Hand Of Time	0.0	0.612	0.49	10	-10.139	1	0.0252	0.292	6.32e-06	0.156	0.335	105.935	216307	1982	36	0
Orquestra Românticos de Cuba	Aquellos Ojos Verdes / Noche de Ronda	0.0	0.33899999999999997	0.799	5	-4.064	1	0.0377	0.132	0.83	0.147	0.535	118.917	162813	1959	24	0
The Click	Out My Body	0.0	0.8909999999999999	0.634	2	-6.86	1	0.0429	0.0312	0.0	0.096	0.507	96.961	235693	1995	31	1
Pieces Of A Dream	Mt. Airy Groove	0.0	0.7659999999999999	0.516	2	-13.171	1	0.0487	0.0010199999999999999	0.894	0.0417	0.466	106.865	211480	1982	34	0
Miles Davis	Once Upon a Summertime	0.0	0.263	0.0518	9	-21.276	0	0.0356	0.983	0.9109999999999999	0.11900000000000001	0.0411	114.505	203867	1963	19	0
Igor Stravinsky', 'Cleveland Orchestra	Pulcinella - Ballet in One Act for Small Orchestra with 3 Solo Voices after Pergolesi: Allegro assai	0.0	0.381	0.46	7	-12.379000000000001	0	0.0429	0.982	0.953	0.14800000000000002	0.736	160.915	105160	1954	0	0
Whitesnake	Ready An' Willing	0.0	0.588	0.929	0	-4.931	1	0.0393	0.0435	0.00157	0.0816	0.6990000000000001	101.537	222707	1980	27	0
Lauren Daigle	First	0.0	0.569	0.69	0	-5.932	1	0.0436	0.035	0.0	0.10800000000000001	0.18899999999999997	120.221	228373	2015	52	0
Love	The Castle	0.0	0.456	0.456	0	-14.182	1	0.0358	0.0629	0.096	0.0819	0.39899999999999997	96.596	180707	1966	11	0
The Band	Acadian Driftwood - Remastered 2000	0.0	0.493	0.593	5	-8.734	1	0.0283	0.163	0.0	0.0829	0.715	157.842	402507	1975	48	0
Carpenters	Bacharach/David Medley: Knowing When To Leave/Make It Easy On Yourself/There's Always Something There To Remind Me/I'll Never Fall In Love Again/Walk On By/Do You Know The Way To San Jose	0.0	0.461	0.45	0	-11.228	1	0.109	0.797	0.0	0.0735	0.465	92.67299999999999	327959	1971	27	0
Ludwig van Beethoven', 'Jenő Jandó	"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": III. Allegro ma non troppo - Presto"	0.0	0.29100000000000004	0.177	10	-22.535999999999998	0	0.0355	0.9890000000000001	0.89	0.10800000000000001	0.158	135.735	490400	1988	36	0
Deep Sleep Music Collective	Pink Sky	0.0	0.0758	0.00179	0	-37.553000000000004	1	0.0539	0.932	0.7909999999999999	0.09	0.0437	70.093	120555	2016	61	0
Ray Price	I'd Rather Be Sorry	0.0	0.22699999999999998	0.28	5	-12.585	1	0.0345	0.9309999999999999	0.007490000000000002	0.16699999999999998	0.475	74.983	166000	1956	6	0
Liberación	Tu Cara Bonita	0.0	0.7859999999999999	0.743	9	-8.271	1	0.0547	0.179	0.0	0.0753	0.946	90.044	181133	1991	40	0
Paul Oakenfold', 'Shifty Shellshock', 'Crazy Town	Starry Eyed Surprise	0.0	0.721	0.794	4	-6.1339999999999995	1	0.132	0.0195	0.00013000000000000002	0.28300000000000003	0.562	103.211	228493	2002	52	0
Judy Garland	Boys And Girls Like You And Me	0.0	0.159	0.182	0	-13.956	1	0.0341	0.9640000000000001	1.93e-05	0.35	0.21100000000000002	84.40299999999998	189160	1944	19	0
The Psychedelic Furs	The Ghost in You	0.0	0.586	0.51	10	-13.540999999999999	1	0.0284	0.0792	2.17e-06	0.0969	0.723	123.48100000000001	256000	1984	42	0
The S.O.S Band	The Finest	0.0	0.8690000000000001	0.599	6	-11.993	1	0.07	0.325	0.0379	0.0598	0.826	109.665	366267	1986	46	0
Sinclair Lewis', 'Frank Arnold	Das ist bei uns nicht möglich, Kapitel 158	0.0	0.711	0.252	11	-20.362000000000002	1	0.9470000000000001	0.79	0.0	0.387	0.539	128.77200000000002	256275	1935	0	0
Nomy	With Me Goes Your Head - LOL Edit	0.0	0.16	0.9259999999999999	11	-4.954	0	0.157	0.0447	0.17	0.0853	0.493	180.275	216452	1934	2	0
"Mariah Carey', ""Ol' Dirty Bastard""]"	Fantasy (feat. O.D.B.) - Bad Boy Fantasy	0.0	0.812	0.6609999999999999	11	-6.519	0	0.102	0.0501	0.0	0.0409	0.804	102.46700000000001	291360	1995	51	0
Los Tigres Del Norte	Morir Matando	0.0	0.815	0.455	0	-11.243	1	0.152	0.337	0.0	0.491	0.922	112.272	194813	1995	44	0
Anestos Delias	O Ponos Tou Prezakia	0.0	0.652	0.35600000000000004	7	-9.96	1	0.0531	0.991	0.8290000000000001	0.131	0.8320000000000001	158.614	202987	1940	1	0
Jace Everett	Bad Things	0.0	0.591	0.8640000000000001	4	-4.706	0	0.0399	0.0446	0.00571	0.27899999999999997	0.728	131.006	164440	2005	50	0
ODESZA	Always This Late	0.0	0.542	0.585	3	-9.3	1	0.0474	0.0141	0.213	0.0929	0.337	170.046	160941	2014	49	0
Digable Planets	Where I'm From	0.0	0.8759999999999999	0.42	0	-18.246	0	0.27899999999999997	0.188	0.00186	0.0668	0.706	98.304	275342	1993	60	0
Slaughter	Desperately - Remastered 2003	0.0	0.485	0.9520000000000001	4	-3.983	0	0.084	0.0106	1.72e-06	0.29	0.423	128.149	214200	1989	38	0
Mohammed Rafi	Bachpan Ke Din Bhula Na Dena	0.0	0.609	0.462	8	-9.862	1	0.0323	0.945	0.0283	0.457	0.961	114.39399999999999	122160	1951	4	0
SHeDAISY	Little Good-Byes	0.0	0.56	0.6920000000000001	1	-6.438	1	0.0302	0.11199999999999999	0.0	0.0638	0.698	83.588	200693	1999	42	0
The Simms Twins	Soothe Me	0.0	0.705	0.45799999999999996	9	-13.390999999999998	1	0.0498	0.601	4.88e-05	0.158	0.9329999999999999	119.145	136333	1960	13	0
Gerry Mulligan	Everything Happens To Me	0.0	0.63	0.0665	5	-17.453	1	0.0725	0.958	0.7709999999999999	0.222	0.27	64.16199999999999	323373	1955	4	0
El Michels Affair	C.R.E.A.M.	0.0	0.5710000000000001	0.508	11	-8.118	0	0.0254	0.532	0.951	0.161	0.102	96.825	174827	2012	57	0
Ramsey Lewis	If Loving You Is Wrong I Don't Want To Be Right	0.0	0.537	0.44799999999999995	4	-14.132	0	0.0513	0.391	0.7809999999999999	0.157	0.38	142.748	320467	1972	25	0
John Lee Hooker	It Serves Me Right	0.0	0.556	0.319	11	-16.332	0	0.0336	0.7020000000000001	0.00179	0.11900000000000001	0.611	99.71700000000001	212120	1973	29	0
Alabama	Song of the South	0.0	0.486	0.633	9	-8.414	1	0.0365	0.17600000000000002	0.0	0.312	0.669	162.158	190800	1980	69	0
George Winston	Living Without You	0.0	0.469	0.0179	5	-21.014	1	0.0939	0.9940000000000001	0.9390000000000001	0.10099999999999999	0.0399	71.531	358004	1991	36	0
The Roberta Martin Singers	Back To The Fold	0.0	0.316	0.303	5	-11.145	1	0.0361	0.885	0.0	0.201	0.24600000000000002	147.658	190627	1958	10	0
Willie Nelson	Heaven and Hell	0.0	0.5	0.474	2	-12.513	1	0.0493	0.7240000000000001	0.00921	0.214	0.447	185.649	113933	1974	20	0
Fito Olivares y Su Grupo	Cumbia De La Cobra	0.0	0.7440000000000001	0.738	7	-7.282	1	0.0362	0.045	0.0134	0.0746	0.924	98.14	198613	2000	56	0
"Georges Bizet', 'Maria Callas', 'Nicolai Gedda', ""Orchestre de l'Opéra National de Paris"", 'Georges Prêtre', ""Orchestre du Théâtre National de l'Opéra Paris"", 'Paris Opera Orchestra"	"Bizet: Carmen, WD 31, Act 1 Scene 10: No. 10, Séguedille et Duo, ""Près des remparts de Séville"" (Carmen, Don José)"	0.0	0.307	0.0845	2	-19.425	1	0.0463	0.972	0.0	0.107	0.21899999999999997	82.634	276453	1964	30	0
Color Me Badd	Wildflower	0.0	0.488	0.43	5	-8.722999999999999	1	0.0291	0.401	0.0	0.109	0.23600000000000002	124.51700000000001	276067	1993	44	0
Death From Above 1979	Little Girl	0.0	0.528	0.9540000000000001	7	-6.604	1	0.0888	6.48e-05	0.00023199999999999997	0.13	0.632	162.0	240080	2004	38	0
Jadon Lavik	Blessed Assurance	0.0	0.536	0.563	4	-7.644	1	0.0285	0.272	0.0	0.0857	0.207	140.004	292493	2008	43	0
Pearl Jam	Low Light	0.0	0.405	0.596	7	-8.015	1	0.0252	0.0439	0.00945	0.10800000000000001	0.45399999999999996	154.525	224653	1998	41	0
Bob Dylan	Ballad of a Thin Man - Live at Free Trade Hall, Manchester, UK - May 17, 1966	0.0	0.32799999999999996	0.877	11	-6.02	0	0.0677	0.506	0.00010700000000000001	0.7979999999999999	0.25	92.05799999999999	420333	1966	20	0
Enya	Marble Halls	0.0	0.251	0.0841	10	-22.230999999999998	1	0.0572	0.983	0.0248	0.107	0.151	95.417	234627	1991	46	0
The Stranglers	Peaches - 1996 Remaster	0.0	0.5670000000000001	0.5760000000000001	10	-9.718	0	0.0634	0.008870000000000001	0.00895	0.0677	0.963	71.306	245493	1977	55	0
Francisco Canaro', 'Roberto Maida	No Nos Veremos Más - Remasterizado	0.0	0.401	0.312	9	-12.354000000000001	0	0.0406	0.992	0.0941	0.59	0.5720000000000001	136.189	197107	1936	0	0
Rudy Ray Moore	My Ass	0.0	0.662	0.46399999999999997	3	-11.695	0	0.9390000000000001	0.98	1.84e-05	0.752	0.4370000000000001	85.035	159999	1959	7	0
Max Goberman	Tonight (from West Side Story) - Vocal	0.0	0.168	0.163	0	-15.909	0	0.0416	0.9259999999999999	2.13e-06	0.153	0.138	68.96600000000001	234200	1952	0	0
Dave Matthews	Oh	0.0	0.775	0.449	9	-9.158	1	0.0316	0.387	0.00352	0.076	0.446	96.06200000000001	168413	2003	40	0
Stevie Ray Vaughan	Life Without You	0.0	0.649	0.317	8	-10.785	1	0.0318	0.28600000000000003	0.004370000000000001	0.11199999999999999	0.39899999999999997	129.486	258027	2002	40	0
Primitivo Y Su Combo	Mi Santiago	0.0	0.337	0.305	7	-8.394	1	0.0303	0.985	0.0137	0.11	0.516	93.678	177074	1952	0	0
Igor Stravinsky', 'Leonard Bernstein', 'London Symphony Orchestra	The Rite of Spring (Scenes of Pagan Russia in Two Parts): Mock Abduction	0.0	0.342	0.636	2	-13.092	0	0.0683	0.9740000000000001	0.862	0.4970000000000001	0.154	119.78299999999999	78333	1958	13	0
The Mars Volta	Televators	0.0	0.306	0.541	11	-8.195	0	0.0383	0.457	6.06e-06	0.122	0.183	122.041	378787	2003	45	0
La Tropa Chicana	Pelotero A La Bola	0.0	0.848	0.541	5	-10.988	1	0.19899999999999998	0.113	0.0027	0.10099999999999999	0.736	141.762	184400	1993	36	0
Igor Stravinsky', 'Seiji Ozawa	The Rite of Spring: Part I: The Adoration of the Earth: Spring Khorovod (Round Dances)	0.0	0.207	0.156	10	-15.89	0	0.0342	0.897	0.8270000000000001	0.331	0.139	70.83	213453	1948	0	0
Tim Dog	Fuck Compton	0.0	0.7659999999999999	0.596	1	-12.972999999999999	1	0.297	0.00248	5.5e-05	0.184	0.45799999999999996	104.57600000000001	249824	1991	35	1
Nathaniel Rateliff & The Night Sweats	Howling At Nothing	0.0	0.583	0.828	10	-4.186	1	0.0612	0.24600000000000002	0.000121	0.10300000000000001	0.7090000000000001	99.84299999999999	189853	2015	55	0
Maluma', 'Eli Palacios	La Temperatura (feat. Eli Palacios)	0.0	0.763	0.82	1	-4.873	0	0.0373	0.0515	4.650000000000001e-05	0.316	0.905	119.971	224787	2015	63	0
Arthur Lee	Everybody's Gotta Live	0.0	0.39799999999999996	0.7559999999999999	9	-7.54	0	0.0548	0.545	3.09e-06	0.138	0.7120000000000001	149.945	211960	1972	45	0
Safiye Ayla	Badeyi Zehri Gam	0.0	0.28300000000000003	0.45799999999999996	9	-14.36	1	0.0895	0.988	0.948	0.88	0.45	136.966	224940	1937	0	0
Seven Mary Three	Cumbersome	0.0	0.321	0.457	11	-13.915	1	0.0375	0.0164	3.1e-05	0.19	0.23800000000000002	86.884	362200	2008	41	0
Timbaland', 'Nelly Furtado', 'Soshy	Morning After Dark (Featuring Nelly Furtado & SoShy)	0.0	0.7340000000000001	0.927	8	-4.244	0	0.042	0.076	0.00134	0.0465	0.9009999999999999	118.039	231960	2009	58	0
Franz Schubert', 'Radu Lupu	4 Impromptus, Op.90, D.899: No.2 in E Flat Major: Allegro	0.0	0.195	0.0741	6	-24.305	1	0.034	0.978	0.934	0.16	0.278	64.84899999999999	280667	1983	41	0
La Sonora Matancera', 'Carlos Argentino	De Ti Enamorado	0.0	0.742	0.53	10	-11.41	1	0.0409	0.828	0.0	0.0497	0.973	137.16	158107	1957	26	0
Fugees	No Woman, No Cry	0.0	0.845	0.326	0	-13.909	1	0.152	0.0134	4.04e-05	0.28	0.368	88.988	273093	1996	61	0
Sublime	Free Loop	0.0	0.804	0.9440000000000001	4	-5.3839999999999995	0	0.0683	0.0018399999999999998	0.917	0.0934	0.708	94.09200000000001	189053	1994	33	1
Gregory Alan Isakov	3 a.m.	0.0	0.446	0.222	2	-13.47	1	0.0282	0.909	0.0274	0.11	0.41200000000000003	92.353	286707	2007	46	0
La Arrolladora Banda El Limón De Rene Camacho	Tu Nuevo Cariñito	0.0	0.619	0.6970000000000001	3	-5.867000000000001	1	0.0312	0.5429999999999999	6.82e-06	0.23199999999999998	0.99	133.898	178840	1999	46	0
Leonard Bernstein	"Mass A Theatre Piece for Singers, Players and Dancers I: 3. Trope: ""Hurry"""	0.0	0.447	0.11199999999999999	0	-21.055	1	0.0587	0.963	4e-05	0.8909999999999999	0.451	134.44799999999998	79373	1950	0	0
Buffalo Springfield	Everybody's Wrong	0.0	0.484	0.675	5	-12.459000000000001	0	0.0336	0.0345	4.61e-05	0.0905	0.8640000000000001	97.639	149000	1966	29	0
Jack Teagarden', 'Ben Pollack & His Orchestra	Confessin'	0.0	0.594	0.0648	7	-18.930999999999997	1	0.12300000000000001	0.9940000000000001	1.01e-05	0.35700000000000004	0.619	121.361	181120	1930	6	0
Doris Day	Lullaby of Broadway	0.0	0.649	0.249	5	-12.659	1	0.0592	0.78	1.11e-06	0.5589999999999999	0.594	82.54899999999998	171427	1954	3	0
Faouzia	Tears of Gold	0.0	0.5870000000000001	0.664	5	-5.6979999999999995	0	0.0523	0.128	0.0	0.32299999999999995	0.617	149.957	176118	2019	70	0
Queen	We Are The Champions	0.0	0.257	0.455	7	-9.259	0	0.0385	0.23	0.0	0.10400000000000001	0.198	58.54	180627	1981	41	0
Steppenwolf	The Pusher	0.0	0.48200000000000004	0.402	0	-13.45	1	0.027000000000000003	0.165	0.0169	0.0717	0.721	81.502	352907	1968	54	0
Led Zeppelin	Wearing and Tearing - Remaster	0.0	0.29600000000000004	0.9159999999999999	9	-8.435	1	0.0554	0.000197	0.0157	0.0628	0.14300000000000002	111.98	329747	1982	31	0
Gary McFarland	Because	0.0	0.271	0.0836	9	-18.644000000000002	1	0.0347	0.779	0.168	0.11599999999999999	0.28	143.947	174267	1969	35	0
Tyrese	Nobody Else	0.0	0.6970000000000001	0.684	7	-5.6339999999999995	1	0.0897	0.00923	1.4999999999999999e-05	0.136	0.596	91.882	232733	1998	41	0
Slayer	Mandatory Suicide	0.0	0.3670000000000001	0.997	8	-2.911	1	0.106	0.000499	0.6940000000000001	0.0928	0.26899999999999996	148.005	245133	1988	46	0
Harpers Bizarre	59th Street Bridge Song (Feelin' Groovy) - Remastered Version	0.0	0.475	0.355	1	-13.282	1	0.0294	0.737	1.32e-05	0.0801	0.614	135.287	159520	1967	37	0
Эрнест Хемингуэй	Часть 10.5 - Прощай оружие	0.0	0.726	0.141	4	-26.585	0	0.89	0.131	0.0	0.39799999999999996	0.565	103.035	95300	1929	0	1
Wilson Pickett	Don't Fight It	0.0	0.899	0.655	4	-8.356	1	0.0317	0.5539999999999999	0.121	0.165	0.927	119.228	153000	1965	16	0
Lead Belly	Good Morning Blues	0.0	0.579	0.48	2	-7.428	1	0.0753	0.878	0.385	0.365	0.9640000000000001	141.253	129733	1949	1	0
Igor Stravinsky', 'New York Philharmonic	Ode - Elegiacal Chant in 3 Parts for Orchestra: III. Epitaph	0.0	0.152	0.12	10	-20.592	1	0.0368	0.907	0.053	0.0909	0.047	97.74	211240	1948	0	0
Dire Straits	Wild West End	0.0	0.7929999999999999	0.395	4	-12.078	0	0.0393	0.41600000000000004	0.00235	0.0872	0.515	132.889	281600	1978	42	0
Big Sean', 'Jhené Aiko	I Know	0.0	0.733	0.33399999999999996	1	-11.314	1	0.0811	0.327	0.0	0.11599999999999999	0.267	119.935	319973	2015	68	1
Creedence Clearwater Revival	Green River/Suzie Q - Live In Stockholm	0.0	0.376	0.87	0	-8.462	1	0.0519	0.0251	0.00107	0.336	0.784	142.321	268093	1969	36	0
Zapp	Be Alright	0.0	0.743	0.58	10	-11.081	0	0.0779	0.114	0.0	0.17	0.81	82.429	163667	1993	47	0
The Smiths	Asleep - Single B-Side; 2017 Master	0.0	0.516	0.26	0	-15.513	1	0.0291	0.8420000000000001	0.45899999999999996	0.106	0.171	115.149	242093	1986	39	0
Эрнест Хемингуэй	Часть 72.3 - Фиеста	0.0	0.675	0.249	1	-16.773	1	0.963	0.0513	0.0	0.541	0.45299999999999996	80.917	96700	1926	0	1
The Georgia Satellites	All over but the Cryin'	0.0	0.552	0.644	4	-12.623	0	0.0418	0.0619	7.54e-06	0.124	0.445	110.07	310960	1989	32	0
Riot	Fire Down Under	0.0	0.225	0.956	9	-8.801	1	0.0802	4.7799999999999996e-05	0.22699999999999998	0.0678	0.46799999999999997	122.325	153400	1981	27	0
The Veer Union	Bitter End	0.0	0.441	0.97	0	-2.99	0	0.0919	0.008029999999999999	2.13e-06	0.332	0.5379999999999999	164.071	220627	2012	53	0
Jackie Gleason	Remember	0.0	0.0798	0.34	5	-11.995999999999999	1	0.0409	0.847	0.922	0.129	0.0959	80.50399999999998	162027	1955	1	0
blackbear	1 SIDED LOVE	0.0	0.584	0.42	8	-7.827000000000001	1	0.0322	0.23600000000000002	0.0	0.11900000000000001	0.28300000000000003	90.051	170667	2019	67	0
Tex Beneke', 'Glenn Miller Orchestra	Snowfall (with The Glenn Miller Orchestra)	0.0	0.255	0.163	2	-13.207	0	0.0309	0.888	0.523	0.142	0.155	166.15599999999995	170133	1941	5	0
Jay & The Americans	Think Of The Good Times	0.0	0.32899999999999996	0.495	8	-11.345	1	0.0348	0.63	1.12e-06	0.327	0.6579999999999999	113.227	170307	1964	13	0
Francis Lai	Theme From Love Story	0.0	0.306	0.11800000000000001	9	-20.671	0	0.0302	0.9570000000000001	0.8640000000000001	0.132	0.151	74.798	200267	1970	46	0
Halsey	Without Me	0.0	0.752	0.488	6	-7.05	1	0.0705	0.293	9.2e-06	0.0936	0.5329999999999999	136.07	201661	2020	40	1
Frank Sinatra	Luck Be A Lady - 2008 Remastered	0.0	0.406	0.568	8	-7.8889999999999985	1	0.0512	0.555	0.0	0.179	0.524	152.025	314613	2008	48	0
Honeymoon Suite	Burning in Love	0.0	0.542	0.632	2	-11.776	0	0.0298	0.0133	1.17e-05	0.268	0.619	122.101	271307	1984	40	0
YoungBoy Never Broke Again	Hot Now	0.0	0.7390000000000001	0.637	4	-5.79	0	0.44	0.23199999999999998	0.0	0.634	0.513	164.91	128414	2019	66	1
Luis Miguel	El Rey - En Vivo	0.0	0.473	0.619	2	-8.242	1	0.032	0.435	0.0	0.963	0.698	97.624	141600	1995	46	0
Los Invasores De Nuevo León	La Vieja Banca	0.0	0.63	0.363	10	-13.499	1	0.0581	0.46299999999999997	9.39e-06	0.223	0.6779999999999999	86.455	158893	1995	47	0
Unspecified	"Cummari Aviti Vistu un Iaduzzu? (""Auntie, Did You See a Little Rooster?"")"	0.0	0.537	0.402	2	-15.49	1	0.0338	0.41700000000000004	0.9520000000000001	0.22399999999999998	0.6970000000000001	94.257	96987	1955	8	0
Orquesta Francisco Canaro	No Hay Que Hacerse Mala Sangre	0.0	0.672	0.172	2	-13.177	1	0.113	0.892	0.00502	0.28	0.53	123.355	178400	1935	6	0
Chalino Sanchez', 'Los Amables Del Norte	Armando Aguirre	0.0	0.647	0.609	8	-7.6670000000000025	1	0.0425	0.767	0.00218	0.059000000000000004	0.935	96.265	178712	1992	41	0
Dan Fogelberg', 'Tim Weisberg	Paris Nocturne	0.0	0.34299999999999997	0.154	5	-15.737	0	0.0321	0.988	0.873	0.0814	0.332	97.705	215200	1978	26	0
The Animals	Take It Easy Baby	0.0	0.49	0.83	9	-5.776	1	0.0258	0.36200000000000004	0.00293	0.258	0.84	135.19299999999998	174000	1965	19	0
Henry Mancini	Bistro	0.0	0.441	0.68	0	-10.28	1	0.0421	0.29600000000000004	0.38299999999999995	0.299	0.7120000000000001	95.287	108693	1963	14	0
Los Tigres Del Norte	Ahora Me Voy	0.0	0.8270000000000001	0.596	9	-4.823	1	0.0791	0.391	0.0	0.0272	0.873	106.057	162360	1991	35	0
Ray Conniff	The Continental (You Kiss While You're Dancing)	0.0	0.374	0.509	8	-14.431	1	0.031	0.496	0.0506	0.504	0.9209999999999999	169.797	166373	1962	37	0
KISS	God Of Thunder	0.0	0.392	0.745	11	-8.156	1	0.0321	0.0169	0.000103	0.366	0.401	99.303	254693	1978	24	0
Robbie Robertson	Showdown At Big Sky	0.0	0.504	0.7909999999999999	9	-13.048	0	0.0428	0.0218	0.000538	0.131	0.629	111.49799999999999	287573	1987	38	0
Tungevaag', 'Raaban', 'Charlie Who?	Russian Roulette	0.0	0.56	0.836	5	-4.022	0	0.0821	0.2	1.06e-06	0.314	0.38	127.64299999999999	199619	2015	52	0
Johann Sebastian Bach', 'Otto Klemperer', 'Philharmonia Orchestra	"Bach: St. Matthew Passion, BWV 244, Pt. 1: No. 1, Chorus ""Kommt, ihr Töchter, helft mir klagen"" (Chorus 1, Chorus 2)"	0.0	0.0983	0.203	4	-19.38	0	0.0374	0.871	0.973	0.0825	0.0649	87.64200000000002	706400	1962	13	0
Led Zeppelin	Living Loving Maid (She's Just a Woman) - Remaster	0.0	0.475	0.8079999999999999	9	-8.859	1	0.037000000000000005	0.000942	7.97e-06	0.146	0.8959999999999999	152.09799999999996	159301	1969	37	0
Wings	Letting Go - Live / Remastered	0.0	0.537	0.687	2	-9.049	1	0.0296	0.192	0.00299	0.9590000000000001	0.812	108.029	273907	1976	28	0
Little Dragon	Feather	0.0	0.6629999999999999	0.831	2	-6.5420000000000025	1	0.0326	0.00687	0.733	0.0271	0.743	96.666	293787	2009	57	0
The Runaways	You Drive Me Wild	0.0	0.507	0.782	4	-9.156	1	0.0856	0.00804	0.000198	0.613	0.537	134.218	201680	1976	42	0
Rich Brian	Drive Safe	0.0	0.635	0.312	7	-8.134	1	0.0265	0.635	0.0	0.138	0.414	98.01700000000001	240118	2019	67	1
Felicia Sanders', 'Percy Faith & His Orchestra	"The Song from ""Moulin Rouge"" (Where Is Your Heart) (with Percy Faith & His Orchestra)"	0.0	0.17600000000000002	0.245	7	-15.887	1	0.0351	0.9570000000000001	0.473	0.267	0.18600000000000005	89.095	197200	1953	19	0
